S_Q_AB_nCi_2_NS7_C_KA_c_MAS,MX_B_AB_nCi_2_SS6_C_SRW_c-p_MAS,S_TrB_AB_nCi_3_M26(M8)_SS4_T_KA_m-r_MID,VC_TrC_AB_nCi_3_M26(M5)_NS5_T_KA_h_MID,P3_F_AB_nCi_2_NS1_H_T_NSRW_e_MAS,SD_F_BB_Ci(2.0;-2.0)_2_SS1_H_T_KA_e_MAS,Q3_B_AB_nCi_2_NS3_T_LGP[1]_h-s_MAS,SD_Q_AB_Ci(2.0;-2.0)_2_SS2_H_n_X_LGP[2-4]_p_MAS,VC_B_AB_nCi_2_NS7_X_NSRW_r-m_MAS,VC_TrQB_AB_nCi_3_M22(M16)_SS1_T_LG3L[2-3]_LGL[2-3]_m-p_MID,S_Q_BB_Ci(2.0;-2.0)_2_MP1_H_T_KA_c_MAS,Q2_B_AB_nCi_2_NS1_T_NSRW_h-s_MAS,MX_TrB_AB_nCi_3_M20(M8)_SS6_T_KA_m-r_MID,MX_B_AB_nCi_2_SS1_n_X_LGP[1-3]_p-h_MAS,ES_RA_TrC_AB_nCi_3_M27_SS0_T_KA_v_MID,N1_Q_AB_nCi_2_MP7_H_n_T_LGP[1]_v_MAS,TS[1]_K_TrC_AB_nCi_3_M27_NS0_T_KA_p_MID,S_B_AB_nCi_2_NS3_X_KA_e-c_MAS,P3_F_AB_nCi_2_SS2_X_SRW_p_MAS,S_TrB_AB_nCi_3_M27_SS1_T_KA_r-p_MID,MN_Tr_AB_nCi_3_M20(M8)_NS1_X_KA_a-e-v_MID,K_TrQB_AB_nCi_3_M26(M8)_NS5_X_KA_r-p_MID,I50_TrC_AB_nCi_3_M20(M5)_NS7_C_KA_h_MID,RA_TrB_AB_nCi_3_M21(M1)_MP0_T_KA_r-p_MID,S_TrQB_AB_nCi_3_M22(M1)_SS1_T_LG3L[1-2]_LGL[1-2]_r-p_MID,AC[1]_I50_TrB_AB_nCi_3_M20(M15)_SS5_T_KA_e-v_MID,S_Q_AB_Ci(2.0;-2.0)_2_SS1_H_n_T_KA_c_MAS,MX_TrB_AB_nCi_3_M26(M8)_SS7_C_KA_m-r_MID,MN_Tr_AB_nCi_3_M19(M11)_SS1_X_KA_a-e-v_MID,K_Tr_AB_nCi_3_M22(M5)_SS5_T_KA_a-e-v_MID,MN_TrB_AB_nCi_3_M25(M15)_SS6_T_KA_m-r_MID,S_B_AB_nCi_2_NS5_X_NSRW_c-m_MAS,MX_TrQB_AB_nCi_3_M26(M1)_SS7_C_KA_r-p_MID,GV[3]_K_Tr_AB_nCi_3_M25(M13)_SS6_T_KA_m-a-c_MID,P3_F_AB_nCi_2_SS2_H_T_NSRW_e_MAS,MN_Tr_AB_nCi_3_M26(M8)_NS1_X_KA_a-e-v_MID,RA_TrF_AB_nCi_3_M21(M11)_SS3_T_LG3L[2-3]_LGL[2-3]_p_MID,MN_F_AB_nCi_2_SS2_T_LGP[1;2;6]_p_MAS,I50_TrF_AB_nCi_3_M21(M5)_NS7_T_LGA[0.0-1.0]_h_MID,SD_F_AB_nCi_2_NS2_X_KA_e_MAS,S_TrQB_AB_nCi_3_M26(M14)_SS1_T_KA_r-p_MID,N3_B_AB_nCi_2_NS4_n_T_KA_e-h_MAS,IB_K_Tr_AB_nCi_3_M28_NS2_T_KA_a-v-p_MID,K_TrQB_AB_nCi_3_M21(M5)_SS1_T_KA_r-p_MID,I50_TrF_AB_nCi_3_M27_MP1_T_KA_p_MID,PEOE_VSA2,SMR_VSA10,SMR_VSA3,SMR_VSA6,SlogP_VSA1,TPSA,VSA_EState2,NOCount,fr_NH0,fr_allylic_oxid,Target
-0.499104577,0.317656614,0.602464158,0.046273078,7.163311803,0.207279771,6.1352712,2.228571927,0.052090071,0.121023251,-0.478859972,1.987480432,2.861260578,2.487251007,7551.716148,82.83042348,-3.333333333,0.470075412,1.828,0.307429097,-135.9217813,-3.305426832,0.708727817,0.31466432,0.572989692,228.8374906,1.560841693,1.748168597,-14.59859065,-3.029016255,1.165992077,-0.45277531,31.53092776,0,2.035831086,-153.9536774,0.920297902,1.778,2.330740465,5.113882918,0.595890974,973.5143015,-3.120471063,-3.106754802,0.001319296,0,0,0,20.00670624,0,18.46,0,2,0,0,-2.86
-1.069152765,0.464138935,-0.002287677,0.236646454,6.966290911,0.222343307,7.912320198,2.696324606,0.605777267,0.372554973,-0.944591492,2.140314747,3.550394489,2.300668982,9898.169118,90.02952424,-0.922360778,-0.133863921,1.8348,0.791381272,-223.4219455,-1.147459787,1.283764106,0.272101909,0.178767266,3187.406598,2.084926597,3.63226462,-14.1492973,-1.888274821,1.216134936,-0.916553915,44.81786833,1.136333104,1.86008512,-272.3336763,1.871269125,1.2465,4.011870445,4.871757255,-0.474451135,916.1254281,-0.890622299,0.837429963,0.020940733,0,0,0,13.21376393,0,18.46,0,2,0,0,-1.06
-1.219286755,0.005872023,-0.094139961,0.414973388,6.295104881,0.384928309,12.59031756,3.794450434,0.89176046,0.326090754,-0.851038508,2.09838626,5.150311305,4.723007343,13756.69512,128.6394035,-1.226167298,-0.046182305,2.86575,1.419927978,-357.6786921,4.158002806,0.504164464,0.655906294,-0.174969214,1333.373248,0.699661263,5.227043748,-10.92681266,-0.775678347,1.023236065,0.659594701,60.89967999,-0.888238807,1.950018042,-464.2236781,0.537978048,1.12533125,2.865879091,2.79527373,-0.450725663,593.4717024,0.277044982,0.425025513,0.034617483,0,13.9834623,0,0,5.186725646,0,0,0,0,0,0.87
-3.16034771,0.017948736,0.343632802,0.389804675,6.198704493,0.348376422,13.78357172,4.776342243,0.652919452,0.870681608,-0.614690848,2.215942778,5.927741355,6.536249449,13282.16873,131.6418056,-1.002398863,-0.255073051,4.47615,1.224001959,-30.75230409,1.851096138,0.270134363,0.731889431,-0.123847904,1968.326478,1.022962874,2.557282466,-3.443590697,-0.6051279,1.875144168,-2.134519725,43.5450742,8.696990457,1.85736922,-45.04277603,0.271157986,1.081740625,5.831054933,2.429373107,-0.517140722,605.7405922,3.0077436,-0.333195158,0.019154053,0,8.073872301,0,0,0,0,0,0,0,0,-3.5
0.009477871,0.047621582,-0.019293972,0.371445774,6.292159037,0.368621641,13.88372248,6.014883882,0.790769972,0.727764322,-0.434383419,2.124977288,5.476491053,5.262338239,15129.09193,120.5925458,-0.407677917,-1.072997446,4.2665,0.20659433,-37.91082024,6.050162733,0.258359368,0.511053903,-0.437547136,1221.065617,0.269778317,2.971460772,-0.932477363,-0.011492745,1.38022821,-2.414070797,56.10114898,3.985573466,1.86538109,-54.98474137,0.721805309,2.123421875,6.535432396,2.459121781,-0.723034864,671.869511,1.994328052,-0.651635176,0.028689445,0,8.073872301,0,0,0,0,0,0,0,0,-6.4
-2.227674148,0.171399551,0.011527078,0.07930414,6.874420251,0.230661423,6.118529322,1.891917608,0.331986479,0.071084657,0.122285394,2.011205127,3.226777183,2.750773897,8870.733573,102.4623077,-0.612244898,1.487888225,1.928,-1.586057422,-148.9223497,0.39628788,0.371001352,0.374594933,0.346498331,1576.456396,3.573393087,2.467451483,-13.62984938,-2.863261954,2.035128616,-2.098863858,34.82533134,0,1.864299597,-167.7565221,0.867583659,1.953,2.949050419,3.480781809,-2.036897828,703.3946418,-0.390881873,4.972309882,0.006049602,0,0,0,13.21376393,0,9.23,0,1,0,0,-3.5
-0.71860763,0.434330106,0.342658331,0.153607207,7.085585031,0.165047347,7.732191181,2.550080967,0.415452405,0.244419859,-0.697570324,2.164520982,3.584281976,2.24731647,8605.175263,84.08051894,-1.875,-0.06433541,1.6752,-0.473284801,-168.2618365,-1.472436609,0.743080801,0.255294696,0.177774006,1161.937159,1.543896773,2.631372596,-13.91333267,-1.940289836,0.992478412,-0.595709893,24.9661956,0,1.909025888,-197.2531004,1.487318647,1.8729,2.031013833,5.331468632,-0.048338453,980.2613179,0.358474682,-1.819440746,0.009699889,0,0,0,13.21376393,0,18.46,0,2,0,0,-3.3
-1.004116524,0.267647335,0.281235483,0.188126321,7.018022028,0.266269057,9.812144477,2.792046321,0.407567915,0.493919411,2.065185555,2.209732492,3.51489133,2.478763927,9345.315676,86.64064117,-0.593623085,0.432401402,1.7816,-0.759745671,-195.8601856,-0.17210169,0.812185728,0.276569196,0.826702664,1280.131837,2.461824285,3.006596638,-14.09460579,-1.369363234,1.024211328,-0.973159085,34.64831985,3.626148154,1.932634049,-235.2336983,1.831710253,1.977666667,4.190129413,5.31323191,1.254132149,955.5025362,-0.9973115,-1.217535124,0.051441881,0,0,0,6.792942306,0,18.46,0,2,0,0,-2.4
-0.425342407,0.366363578,-0.059599692,0.075841406,6.997341744,0.277808265,6.233111867,2.566442175,0.300898536,0.305919661,-1.101601146,1.984357374,3.157005978,2.551448006,9146.479173,84.20243763,-1.461750947,0.695824455,2.094,-0.640452637,-208.9797016,-1.405323123,0.645552519,0.298839184,1.138561754,1560.226797,2.282402685,2.411257849,-14.28117801,-1.74760444,1.025803103,-0.673124288,42.39420275,1.647908889,1.946949416,-248.322328,1.831653858,2.069,3.670951423,4.656159935,-0.358895112,855.6687993,-1.741065006,-1.392622353,0.00766237,0,0,0,20.00670624,0,18.46,0,2,0,0,-3.8
-3.454099241,0,2.980999305,0.37712198,6.359857823,0.32821374,14.60860437,5.870794575,0.619078835,0.526030325,2.950620311,2.120919076,10.7259481,4.372833175,46341.84593,128.8621995,-0.565184757,1.864955617,3.367642857,1.863800916,-503.9938842,8.382202175,3.64E-04,0.442748494,0.168911062,2714.31561,-5.222974561,5.375811909,-7.511264788,-0.048767595,1.899754726,3.608296704,82.81655323,5.237101865,1.913249194,-678.0661923,1.024428916,1.205427827,1.037040549,4.200808531,-0.997381461,822.5023186,0.853316705,2.102510098,0.016073502,0,29.11505174,0,0,10.7381172,0,0,0,0,1,3.09
-0.381867754,0.031731497,1.779207665,0.632701112,6.485398849,0.251113087,16.6480064,5.033480092,0.543338531,0.664321131,0.903958674,2.400983798,6.398190945,6.913321225,13242.02204,201.2398581,-1.727250477,2.484392109,4.4468,0.250264704,-29.38167512,-0.449293856,2.174874702,0.727915402,1.738451649,5911.292346,2.06232985,6.5329382,-8.627136463,-2.096303569,1.396347835,0.776087389,85.88122149,4.433567823,1.822183241,-42.83810454,2.218006751,0.966035714,4.305377717,2.892158136,-1.299904076,396.4975537,2.762537554,-1.527904265,0.059411026,0,8.073872301,0,0,0,0,0,0,0,1,4.41
-1.765238625,0.220643501,1.802031786,0.404725794,6.855104627,0.271969628,15.30751823,3.685141101,0.853556297,0.654222917,3.513017341,2.295271505,6.223189648,6.512108119,25804.37868,139.0224337,-1.350068258,-0.473155687,3.522425917,0.95610711,-185.7356292,3.064488718,1.066869776,0.770604126,0.289073149,1479.579902,5.118390186,5.999306982,-11.59647059,0.133877471,1.245731815,-3.044718502,68.09376094,0.001332463,1.723625974,-258.7521825,0.838295941,0.93655,6.242416067,4.187370274,0.487973284,904.2015898,4.808735945,1.191260878,0.057229971,0,8.317393253,0,0,0,9.23,0,1,0,2,5.21
-1.75728915,0.276428643,1.897942268,0.595387213,6.665107935,0.232390725,16.90468928,3.670806587,0.64222049,0.535661282,2.973286685,2.498814868,6.736599361,6.642141104,24285.3377,138.1132571,-1.905039535,-0.608702416,3.303157867,1.011293073,-145.2678636,0.062946419,1.549725128,0.775107034,1.830519934,1402.133389,4.425324926,5.888752006,-13.03746541,-1.382944976,0.638088055,-2.547821373,105.7133195,1.025842071,1.722612757,-196.289946,2.125547093,0.897464286,3.74175202,4.842693641,-0.303946866,982.6095245,5.722528043,2.180115129,0.05517422,0,8.317393253,0,0,0,9.23,0,1,0,1,5.41
-1.915393903,0.205933068,1.494232354,0.418132387,6.87574322,0.280456589,15.50958127,3.727640428,0.771741142,0.575002389,3.298560509,2.35342973,5.992537429,6.565573653,25424.45337,134.4301481,-1.500289416,-0.398918082,3.478510229,0.233865834,-181.8275484,1.642278227,1.163144418,0.80563942,0.732912189,2918.151865,4.84787185,5.284461269,-11.41602686,-0.552576858,1.322979076,-2.907497612,93.52522972,-0.852493997,1.718364038,-248.0684327,0.827150567,0.906625,4.150010537,4.348352817,0.406072416,922.5145584,4.387388332,0.484991676,0.057389325,0,8.317393253,0,0,0,9.23,0,1,0,2,6.57
0,0,1.566864529,0.316139481,6.146157865,0.281177439,13.67375884,3.384254193,0.499142402,0.383690636,2.689931868,2.11143831,7.126802078,3.375370033,10303.93788,114.2418305,-0.636061531,1.915478181,2.4215625,0.885719647,-245.9931221,5.764589218,0,0.447369431,-1.951307118,2074.188911,-4.585259986,0,-4.544660428,5.414069006,1.542447441,3.624551767,0,4.702729001,1.973132047,-332.6269062,2.135715634,3.915713542,1.039290994,3.806729216,-2.156453545,803.1686599,-1.17892689,0.582834794,0.014029745,0,27.53657006,0,0,13.18783406,0,0,0,0,0,3.99
0,0,2.883668773,0.319496961,6.140308234,0.281927405,13.59348529,3.384254193,0.499142402,0.210960747,2.689931868,2.10501719,11.02974805,3.343532148,41451.78994,123.928992,-0.636061531,1.914015006,2.4215625,1.833726535,-329.3277064,5.743283804,0,0.447369431,-2.053128101,1669.551322,-4.585259986,0,-6.230249601,1.039631618,1.892767372,2.714142539,0,5.305031994,1.972220721,-439.8556107,0.671809752,3.915713542,1.20616188,3.776383481,-2.223079788,808.889463,-1.130813102,0.46899758,0.013940974,0,30.49771303,0,0,10.7381172,0,0,0,0,0,5.64
-2.318897461,0.168431534,0.185309183,0.203233528,6.898435075,0.358982731,14.05689297,4.677670378,1.370119861,0.631414984,1.106990092,2.138231847,5.204881707,4.087904486,10908.80515,108.6595105,-1.13908384,-1.545622733,2.766358388,-0.130115416,-313.7909686,4.619842437,0.852580924,0.634513077,-0.143003729,2868.845918,4.744502593,3.54110991,-11.88008791,-0.021306377,1.314515327,-2.76292221,83.50999917,14.38794535,1.953984716,-406.0633442,2.604301072,2.345928125,3.034280803,3.853357071,-0.317035668,823.2378084,3.57868158,-1.087277208,0.032973602,0,6.076020107,4.899909731,26.30327674,0,12.47,2.288194444,2,1,0,10.76
2.531757179,0.204771,0.399895212,0.510463121,6.55248848,0.340368097,13.89624929,4.93994485,1.017141019,0.536922135,3.807363307,2.325574752,5.148823539,5.423243424,26846.17434,109.7876605,-1.133979221,-1.405561278,3.543785753,0.777848374,-402.0495609,9.438691544,0.081484013,0.588317776,0.652658117,3366.035128,3.864964323,4.121793677,-8.848636126,1.760509563,0.826383455,-2.314399794,103.713847,18.62305852,1.787454316,-576.6561774,1.032160172,1.126183984,5.256742107,5.365312863,-0.24255538,1063.32605,0.631125147,0.700883096,0.049910203,9.053461312,22.33182582,5.226525719,0,0,21.7,0,3,1,0,4.8
-1.478997714,0.926712191,1.085071722,0.718337696,6.904777692,0.27466186,13.61890118,4.70520892,0.900814436,0.680386075,3.063049031,2.302653349,4.914051953,5.321339147,23818.10087,106.0721786,-1.201450238,-0.11649961,3.134513717,0.576498415,-471.8693973,8.628582732,0.629944343,0.462039789,1.310571985,2080.580376,-0.868073284,4.340570552,-11.06367499,3.906013411,0.775752073,-1.070007246,92.7115233,9.923480137,1.754365794,-677.2647037,0.798945378,1.063732031,8.659553965,6.758589203,-0.138106343,1403.418299,4.941866341,-0.257257653,0.034758898,13.8479985,22.60409179,5.226525719,7.109797541,0,48,11.16319279,5,1,1,3.84
-3.51734897,0.01235746,1.024713807,0.357250402,6.390403832,0.349045079,17.59586449,5.994863734,0.642907294,0.373760665,3.073931634,2.13047675,7.086092169,4.3292739,11828.26418,119.3471464,-0.502503589,1.924197031,3.443642857,0.752658814,-448.2067121,8.151766828,8.03E-04,0.430844493,0.123164764,1440.129348,-5.41109884,6.432971857,-5.930961885,1.431732506,1.504563307,4.345954423,94.21606416,6.580240845,1.945872365,-613.5245375,1.341839805,1.122109375,1.793479571,4.152746946,-0.447428094,796.9025123,-0.98972406,1.141943238,0.016585841,0,26.45388888,0,0,13.18783406,0,0,0,0,1,4.67
-2.898484587,0,2.696245871,0.473197198,6.869989482,0.310247381,14.08629593,6.92114701,1.326082222,1.272662283,3.163232489,2.069434424,8.828307518,4.606041104,52862.81075,165.0499526,-0.886955727,0.933260648,2.883359921,0.117376034,-837.8931275,7.737458384,1.466474806,0.286457794,-0.183526517,1795.071388,-5.244556186,4.034428507,-18.25643402,-0.403914286,1.228801565,1.94808694,53.53728374,3.107755675,1.722078099,-1108.420189,0.726357142,1.4338125,2.940743496,4.737220273,0.341703219,838.6788255,5.14524078,-0.95115696,0.027509207,0,22.15310287,0,0,3.776168326,13.14,0,1,0,0,3.63
-1.585554323,0.256112143,1.675408553,0.459625152,6.795056019,0.252716772,14.23255758,4.432877568,1.020132338,0.721067865,2.254950191,2.295594039,5.669185306,5.666478348,27247.26529,124.3514552,-1.364733757,-0.875473871,3.643260882,1.173971181,-400.8161357,0.886960502,0.559680309,0.56404584,1.524522937,1799.786096,4.206690658,4.923766485,-11.98834013,0.679359365,1.120417754,-2.35747118,85.04816239,11.63613458,1.70796662,-566.7188184,0.962441835,0.97150625,4.615791898,4.500532787,0.761049119,1011.135119,7.693919562,1.268145559,0.045679306,0,16.63478651,0,0,0,18.46,0,2,0,2,4.46
-1.913809803,0.316916247,1.079575545,0.571813125,6.901590475,0.274618273,19.05365962,3.805565769,0.635964194,0.613727856,2.88336133,2.526122153,5.805145905,6.72331608,24858.45948,150.2336621,-1.97017867,-0.269291886,3.469433663,0.514483343,-146.1159717,0.779593638,1.915527321,0.852485111,1.257352344,3037.18877,4.379914489,4.547655608,-10.17916113,-0.497193818,1.22399512,-2.735926279,111.3666537,-1.100042666,1.699665822,-191.5149883,2.761732698,0.930497222,3.406970613,4.555453585,0.34384986,990.0558381,1.215161219,-1.160129581,0.057402873,0,8.317393253,0,0,0,9.23,0,1,0,1,4.83
-2.001803762,0.231272104,1.632474579,0.365939837,6.824210138,0.258694869,11.55703553,3.593557539,1.022879896,0.659207022,3.903568463,2.18666305,5.896366488,6.352353672,26450.56086,135.7712623,-1.037145982,-0.592278171,3.588354419,0.434476771,-298.0304777,3.336547647,0.804305955,0.703272265,1.653655409,3765.549711,5.618373006,4.977667247,-11.35375296,1.149936882,1.12656756,-3.304487003,169.1484573,3.555093022,1.731474457,-403.7081668,1.152870985,0.9814375,1.839744243,3.941178749,0.430822482,856.1608287,0.409389059,0.835140156,0.013912128,0,8.317393253,0,0,0,9.23,0,1,0,2,6.77
-1.654399222,0.23255444,1.431211869,0.474589249,6.668195516,0.306085659,14.75920544,3.663732479,0.828765103,0.599511719,3.356569817,2.343037403,6.161405342,6.528665535,25424.45337,137.3571898,-2.248823795,-0.394099539,3.478510229,0.271521602,-230.2046037,1.644886312,1.276028064,0.761036651,1.031653051,1967.117927,5.035818824,5.372668586,-12.70444257,0.840374136,0.939564838,-2.901270938,98.23971628,1.148060271,1.691112366,-312.609906,1.42504358,0.906625,3.051628284,4.348352817,0.63069778,933.2792942,0.915010008,-0.887140857,0.051732236,0,8.317393253,0,0,0,9.23,0,1,0,2,5.58
0.724681086,0.014683414,0.182927719,0.460282123,7.282111737,0.311668978,21.8603219,3.842802245,0.611697566,0.5641983,1.42503552,2.638445887,4.58756389,6.303800728,22747.79109,128.565043,-1.480196626,0.148920182,2.978288743,0.182957682,-160.954524,-1.617097776,0.146425657,0.661421287,0.819371416,2566.273457,0.819281848,1.784034677,-8.522713175,-1.208307631,1.217099218,-1.495707741,22.84695461,-1.449833344,1.715615222,-203.1234217,1.053424068,0.8442,2.439390037,5.788250033,-0.110554031,1212.268883,1.155882126,-1.769817289,0.054931299,0,8.317393253,0,0,4.426005026,22.37,0,2,0,0,7.22
-1.469050976,0.618138721,1.371460317,0.50618523,6.67189009,0.266388167,14.34438602,4.382758817,0.876378973,0.747615109,2.731949574,2.351542193,5.060460464,5.905025773,26134.30499,122.1346766,-1.89638587,-0.218426046,3.456398688,0.535819677,-257.4228844,2.48489636,0.112992747,0.466358121,1.716534232,1704.385176,1.37636727,3.847433715,-11.05955322,-1.03617087,1.299283691,-1.860163324,62.63046303,2.88972913,1.69026819,-372.392201,0.662579084,0.89155,3.714633645,5.589922008,0.483665531,1109.621017,3.71771005,0.720599812,0.041885621,0,16.63478651,0,0,0,18.46,0,2,0,1,10.38
-3.18214221,0.201360591,-0.300271099,0.31650184,6.609840003,0.303033216,16.14261148,4.469569085,0.648282305,0.928178683,5.13598165,2.137653611,5.174682756,4.899037113,35009.53552,114.7723558,-0.331694284,0.366190691,2.915850891,0.669562556,-373.1486067,9.554197566,5.68E-04,0.369249239,0.520037445,2405.719073,5.275924965,3.878044117,-3.930651634,7.121613341,1.075468559,-1.492549632,166.5794654,16.61102535,1.912681131,-533.4755713,1.824913508,2.336082031,2.196338921,4.543288163,-0.811821311,961.4850551,-0.845562959,-0.201704114,0.015009791,0,23.87757019,0,0,15.56017694,9.23,0,1,0,2,5.76
-1.754619702,0.260454749,0.100563827,0.10013566,7.371210616,0.342371685,17.02959967,1.991270416,0.592255995,0.073829598,-0.565840681,2.147697709,3.710694029,2.545302731,8870.733573,130.6725407,-2.176849447,1.050840588,1.7332,-0.031504597,-122.6148586,0.359705624,0.75353615,0.857488136,0.554104766,679.7373981,3.246441674,3.162750855,-11.28238024,-1.568401407,2.390794693,-2.076056638,70.71882921,0,1.824105393,-137.7568578,1.212972429,1.66975,1.470556252,3.837757223,-0.986483426,870.8161061,-2.421152176,-1.629617581,0.004724446,0,0,0,6.606881965,0,9.23,0,1,0,0,4.37
-0.859760985,0.700628981,-0.955932158,0.3211013,7.282204,0.369246138,19.49478598,5.469665441,1.142369864,0.47256236,1.077218374,2.470112069,4.877542029,4.096347094,10397.41786,121.3734636,-1.396871958,0.522393078,2.486802443,0.343266372,-418.5283733,5.442617159,0.79799586,0.64461743,-0.344427943,2247.746924,-2.29551295,4.775476721,-7.566830143,4.511818691,0.646188254,-0.537504847,98.0475234,15.9428715,1.898769389,-531.5138551,1.766354213,2.337292411,5.899928058,6.090437792,-1.02234946,1235.426467,3.217599458,-0.983203131,0.03071978,4.794537184,5.907179729,4.899909731,0,5.733667477,46.33,13.01688366,3,1,1,8.67
-2.709812245,0.19347785,2.418245046,0.676200993,6.494188783,0.341253167,14.07283121,8.44729721,0.780701029,0.739674547,5.02809473,2.12124184,6.410085919,5.403744551,36005.15091,156.1358754,-1.805433735,-0.169357824,2.958173141,0.864760506,-363.1703901,7.851425742,0.610467179,0.408697202,1.265494817,2089.688481,6.913346211,6.033111624,-9.575496827,0.309211725,0.908601759,-1.647771696,70.26047423,2.5715988,1.709157329,-549.7094376,0.612465609,2.168,2.36320078,6.643309583,0.582680475,773.689206,9.231509385,1.84515739,0.035967482,0,29.64414089,0,0,0,9.23,0,1,0,2,5.07
-2.690269739,0.22804171,-0.544230381,0.336704568,6.467998396,0.354561187,16.47111199,4.363221869,0.603984568,0.3485059,4.762106126,2.134952538,6.468060571,4.940399297,33925.19419,114.148046,-0.532434133,0.191973714,2.828238215,0.716520467,-310.4248608,8.293014761,4.76E-04,0.425533647,-0.961593817,1960.005775,5.018920822,5.261660077,-3.519156829,5.402883537,1.330246912,-1.036919437,121.1647643,5.589718369,1.92898877,-450.9427918,1.88619285,1.079252232,3.258136117,4.703691044,-0.85657068,980.8247782,-0.53273004,0.67225938,0.015219062,0,23.87757019,0,0,15.56017694,9.23,0,1,0,1,4.46
-2.23299087,0.003987185,1.551343687,0.437476914,6.307738599,0.284709072,10.58422395,3.261034704,0.488315457,0.166123455,-0.034318134,2.074587926,5.090135079,5.459927801,12243.32205,170.7634363,-0.978471467,0.630272181,3.3915,-0.324218271,-287.774271,-1.629591691,0.652379037,0.588408625,2.044160859,2684.239392,1.817738738,5.301056448,-18.34765742,-1.513613373,1.177685935,-2.645220017,51.5564519,-0.1028883,1.88600974,-343.7219475,1.463948873,1.1837,5.074247492,2.261933261,-1.193478881,220.849558,0.707300628,-0.391837481,0.027585449,0,8.79673665,0,0,0,0,0,0,0,0,3.55
-1.344358875,0.005814956,0.764034157,0.23081401,6.108982487,0.304842037,9.508364869,5.169917314,0.459399555,0,0.489412295,2.212691746,4.010765328,5.921931597,15426.34702,201.0189936,-0.484310019,0.912266123,3.462142988,0.214309997,-224.2389191,-1.855228893,0.128768566,0.336585871,0.081352396,2066.494769,2.495609278,2.306439817,-14.61553376,-2.141047609,1.033620944,-1.369720971,16.59803897,-0.596235171,1.688308812,-267.8005608,0,0.9975,1.086456904,3.465035817,-1.254626869,240.087786,4.234422115,-0.333573904,0.03663372,0,16.87060895,0,0,0,0,0,0,0,0,4.86
-2.018116424,0,1.986711097,0.273410826,6.141426668,0.300812503,10.1681719,5.169917314,0.481452628,0,1.958138464,2.374131874,9.688073461,5.761530573,13590.29611,190.7009914,-0.484310019,-0.724750129,3.462142988,0.23506965,-301.21171,-2.152432283,0.10680441,0.336585871,0.009361519,2244.84037,-3.809801106,5.521332778,-22.23015381,-2.051844117,2.282196021,1.957404376,18.50173798,4.621799198,1.718903345,-364.6783953,0,0.9975,0.995675445,3.58772019,-1.187646179,240.4823738,2.484799829,-0.470060094,0.036629107,0,22.06279148,0,0,0,0,1.652777778,0,0,0,5.36
-0.619704314,0.00532674,0.723549747,0.249893944,6.164339713,0.300471651,9.504094304,6.356851779,0.440435226,1.476185358,0.625375157,2.154524207,3.933600884,5.640454765,16283.3663,196.2599992,-1.694394714,0.830599517,3.690174063,-0.289294441,-304.7426441,-1.937939371,0.034486399,0.228117274,0.407872324,2449.609729,2.450067131,2.264848306,-12.64672811,0.769010768,0.928775936,-0.996813487,24.49866878,-0.740324122,1.714975537,-393.060402,0.411163819,0.97755,0.924030018,3.720909896,-1.042418765,271.5497004,0.462684289,-0.286439772,0.036824113,0,24.94448125,0,0,0,0,0,0,0,0,4.91
-1.017829298,0.003721372,-2.21201109,0.369131474,6.420232871,0.291543731,10.88372228,2.927854155,0.666463761,0.595588236,0.067329141,2.270379759,3.201029968,4.551139982,11934.82136,231.4568537,2,0.880467192,2.2344,-0.817818565,-189.8468481,-3.244707584,1.202115212,0.577825061,1.081056647,2198.105691,1.625755332,3.069092436,-17.66375774,1.234547832,1.184756759,-2.025133437,30.44816516,0,1.695175098,-212.5791165,0.235812444,1.5428,0,3.110679186,0.147245817,193.0431904,1.665212162,0.202228523,0.00890887,0,8.79673665,0,0,0,0,0,0,0,0,2.3
-1.528949432,0,1.892380888,0.313251939,6.269760948,0.328393422,8.102467882,3.693015395,0.942809042,0.972038674,1.755839121,1.807535431,6.283563573,4.138181781,7987.37198,166.5416703,-3.333333333,-0.365167032,2.394,-1.946856067,-246.7006608,0.231422049,0.28707661,0.364185486,-1.288023586,1768.951338,-3.534205073,3.641693177,-19.58236573,1.17523168,1.982808606,1.198594457,34.12327355,-1.465761155,1.675344113,-290.9665202,1.012594182,1.440833333,0,3.325348378,-2.144645084,142.1732599,-0.269826069,2.886106685,0.031316667,0,14.348736,0,0,0,0,0,0,0,0,4
-2.335270271,0.096659868,3.137999427,0.357675279,7.538009409,0.423764997,28.69721136,9.113499499,1.986305126,0.961702888,3.505451444,2.198574204,12.01386171,10.12043849,16722.76347,116.5703635,-0.697166186,0.00619379,4.740925821,1.977159659,-983.9837779,10.94117974,0.193679477,0.639701298,1.092779174,1886.54335,0.66502188,3.286618511,-10.58199749,-0.33104968,0.627694823,1.543807758,116.0937868,9.548580136,1.968449808,-1312.399784,2.522693204,2.153576923,4.867935434,10.93949369,-0.419898869,2107.181745,4.767095095,0.747149883,0.027912067,0,10.02329115,4.305215991,7.109797541,4.736862954,46.61,0.211442403,4,1,0,4.4
